,Unnamed: 0,date,open,high,low,close,volume
0,0,2023-05-24 21:16:00+00:00,123.75,123.75,120.9,123.7,11010.0
1,1,2023-05-24 21:17:00+00:00,123.68,123.73,123.68,123.73,1423.0
2,2,2023-05-24 21:18:00+00:00,123.75,123.86,123.73,123.81,5409.0
3,3,2023-05-24 21:19:00+00:00,123.8,123.89,123.74,123.8,1085.0
4,4,2023-05-24 21:20:00+00:00,123.83,123.84,123.78,123.8,2018.0
5,5,2023-05-24 21:21:00+00:00,123.8,124.05,123.79,123.95,13047.0
6,6,2023-05-24 21:22:00+00:00,123.95,124.28,123.93,124.25,22768.0
7,7,2023-05-24 21:23:00+00:00,124.15,124.17,124.0,124.02,3923.0
8,8,2023-05-24 21:24:00+00:00,124.07,124.12,124.0,124.0,1882.0
9,9,2023-05-24 21:25:00+00:00,124.1,124.1,123.75,123.75,4979.0
10,10,2023-05-24 21:26:00+00:00,123.75,123.95,123.53,123.53,3015.0
11,11,2023-05-24 21:27:00+00:00,123.75,123.75,123.75,123.75,136.0
12,12,2023-05-24 21:28:00+00:00,123.72,123.82,123.68,123.68,4043.0
13,13,2023-05-24 21:29:00+00:00,123.75,123.8,123.68,123.7,1439.0
14,14,2023-05-24 21:30:00+00:00,123.59,123.59,123.59,123.59,300.0
15,15,2023-05-24 21:31:00+00:00,123.61,123.62,123.55,123.62,1758.0
16,16,2023-05-24 21:32:00+00:00,123.7,123.7,123.69,123.7,115.0
17,17,2023-05-24 21:33:00+00:00,123.7,123.7,123.7,123.7,0.0
18,18,2023-05-24 21:34:00+00:00,123.6,123.6,123.53,123.53,437.0
19,19,2023-05-24 21:35:00+00:00,123.7,123.74,123.7,123.74,300.0
20,20,2023-05-24 21:36:00+00:00,123.74,123.74,123.74,123.74,0.0
21,21,2023-05-24 21:37:00+00:00,123.86,123.86,123.75,123.86,963.0
22,22,2023-05-24 21:38:00+00:00,123.89,123.89,123.88,123.88,300.0
23,23,2023-05-24 21:39:00+00:00,123.87,123.87,123.8,123.8,366.0
24,24,2023-05-24 21:40:00+00:00,123.88,123.88,123.88,123.88,307.0
25,25,2023-05-24 21:41:00+00:00,123.9,123.9,123.89,123.9,3528.0
26,26,2023-05-24 21:42:00+00:00,123.9,123.95,123.9,123.95,332.0
27,27,2023-05-24 21:43:00+00:00,123.95,123.95,123.95,123.95,434.0
28,28,2023-05-24 21:44:00+00:00,123.98,124.01,123.9,124.01,6410.0
29,29,2023-05-24 21:45:00+00:00,123.89,124.12,123.85,124.12,3454.0
30,30,2023-05-24 21:46:00+00:00,124.19,124.25,123.9,123.9,1870.0
31,31,2023-05-24 21:47:00+00:00,123.9,124.15,123.81,124.0,4378.0
32,32,2023-05-24 21:48:00+00:00,124.0,124.13,124.0,124.0,1457.0
